Site,Latitude,Longitude,Barcode,FilterId,SampleDate,FilterType,LotId,AnalysisDate,AnalysisTime,CalibrationSetId,DepositArea_cm2,Volume_m3,Parameter,MassLoading_ug,Concentration,MDL,Uncertainty,FilterComments,DataSource,Concentration_Units,MDL_Units,MassLoading_Units
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Magnesium_PM2.5,,166.45,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Manganese_PM2.5,,21.91,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Nickel_PM2.5,,0.44,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrate_Ion_PM2.5,,3.14,0.687803586417416,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrite_Ion_PM2.5,,0.0,0.2001719742424898,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_312,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Phosphorus_PM2.5,,159.47,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_312,,,ChemSpec_Potassium_Ion_PM2.5,,0.51,0.3000604102983166,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,3.22,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,2.22,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sodium_Ion_PM2.5,,0.32,1.085413693629858,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sulfate_Ion_PM2.5,,18.1,3.2694065871505913,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Titanium_PM2.5,,8.82,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Vanadium_PM2.5,,0.75,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0019,2013-09-11,PM2.5,,,,ChemSpec_412,,,ChemSpec_Zinc_PM2.5,,163.95,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Aluminum_PM2.5,,170.77,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Ammonium_Ion_PM2.5,,4.72,0.535702943711274,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Antimony_PM2.5,,1.17,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Arsenic_PM2.5,,6.16,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_220,,,ChemSpec_BC_PM2.5,,6.95,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Barium_PM2.5,,105.07,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Bromide_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cadmium_PM2.5,,1.22,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Calcium_Ion_PM2.5,,3.16,8.908123867151089,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cerium_PM2.5,,0.23,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Chromium_PM2.5,,12.93,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cobalt_PM2.5,,0.29,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Copper_PM2.5,,23.81,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_212,,,ChemSpec_Equivalent_BC_PM2.5,,6.67,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,90.39,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,0.0,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Iron_PM2.5,,512.79,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Lead_PM2.5,,58.33,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Lithium_PM2.5,,0.42,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Magnesium_Ion_PM2.5,,0.11,0.0927374968159612,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Magnesium_PM2.5,,170.06,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Manganese_PM2.5,,22.9,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Nickel_PM2.5,,0.67,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrate_Ion_PM2.5,,25.66,0.687803586417416,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrite_Ion_PM2.5,,0.0,0.2001719742424898,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Phosphate_Ion_PM2.5,,2.29,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Phosphorus_PM2.5,,783.95,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Potassium_Ion_PM2.5,,0.94,0.3000604102983166,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,4.37,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,3.6,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sodium_Ion_PM2.5,,0.42,1.085413693629858,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sulfate_Ion_PM2.5,,18.12,3.2694065871505913,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Titanium_PM2.5,,8.56,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Vanadium_PM2.5,,1.91,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0020,2013-09-12,PM2.5,,,,ChemSpec_412,,,ChemSpec_Zinc_PM2.5,,191.75,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Aluminum_PM2.5,,110.96,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Ammonium_Ion_PM2.5,,0.15,0.535702943711274,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Antimony_PM2.5,,-0.86,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Arsenic_PM2.5,,1.85,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Barium_PM2.5,,222.72,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Bromide_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cadmium_PM2.5,,0.14,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Calcium_Ion_PM2.5,,3.07,8.908123867151089,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cerium_PM2.5,,0.02,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Chromium_PM2.5,,12.58,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cobalt_PM2.5,,0.05,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Copper_PM2.5,,15.26,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_212,,,ChemSpec_Equivalent_BC_PM2.5,,0.0,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,20.52,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,0.0,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Iron_PM2.5,,316.01,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Lead_PM2.5,,20.06,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Lithium_PM2.5,,0.25,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Magnesium_Ion_PM2.5,,0.05,0.0927374968159612,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Magnesium_PM2.5,,160.02,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Manganese_PM2.5,,10.23,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Nickel_PM2.5,,6.21,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrate_Ion_PM2.5,,0.79,0.687803586417416,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrite_Ion_PM2.5,,0.0,0.2001719742424898,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Phosphorus_PM2.5,,236.23,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Potassium_Ion_PM2.5,,0.1,0.3000604102983166,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,0.53,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,6.87,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sodium_Ion_PM2.5,,0.21,1.085413693629858,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sulfate_Ion_PM2.5,,0.66,3.2694065871505913,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Titanium_PM2.5,,4.22,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Vanadium_PM2.5,,0.3,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0022,2013-09-14,PM2.5,,,,ChemSpec_412,,,ChemSpec_Zinc_PM2.5,,85.64,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Aluminum_PM2.5,,168.86,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Ammonium_Ion_PM2.5,,0.35,0.535702943711274,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Antimony_PM2.5,,-2.55,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Arsenic_PM2.5,,1.97,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_220,,,ChemSpec_BC_PM2.5,,7.92,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Barium_PM2.5,,179.64,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Bromide_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cadmium_PM2.5,,0.37,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Calcium_Ion_PM2.5,,2.95,8.908123867151089,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cerium_PM2.5,,0.22,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Chromium_PM2.5,,15.46,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Cobalt_PM2.5,,0.19,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Copper_PM2.5,,12.23,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_212,,,ChemSpec_Equivalent_BC_PM2.5,,7.6,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,40.16,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,0.0,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Iron_PM2.5,,459.36,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Lead_PM2.5,,25.89,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Lithium_PM2.5,,0.02,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Magnesium_Ion_PM2.5,,0.1,0.0927374968159612,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Magnesium_PM2.5,,160.03,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Manganese_PM2.5,,16.18,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Nickel_PM2.5,,0.15,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrate_Ion_PM2.5,,2.07,0.687803586417416,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrite_Ion_PM2.5,,0.0,0.2001719742424898,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Phosphate_Ion_PM2.5,,0.77,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Phosphorus_PM2.5,,187.99,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Potassium_Ion_PM2.5,,0.26,0.3000604102983166,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,0.87,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Selenium_PM2.5,,1.8,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sodium_Ion_PM2.5,,0.29,1.085413693629858,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sulfate_Ion_PM2.5,,2.45,3.2694065871505913,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Titanium_PM2.5,,7.59,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Vanadium_PM2.5,,1.13,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0023,2013-09-15,PM2.5,,,,ChemSpec_412,,,ChemSpec_Zinc_PM2.5,,99.16,,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Ammonium_Ion_PM2.5,,0.7,0.535702943711274,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_220,,,ChemSpec_BC_PM2.5,,10.22,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Bromide_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Calcium_Ion_PM2.5,,3.07,8.908123867151089,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_212,,,ChemSpec_Equivalent_BC_PM2.5,,9.81,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,71.5,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,0.03,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Magnesium_Ion_PM2.5,,0.13,0.0927374968159612,,,ChemSpec,ng/m3,ng/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrate_Ion_PM2.5,,2.53,0.687803586417416,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Nitrite_Ion_PM2.5,,0.0,0.2001719742424898,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Potassium_Ion_PM2.5,,0.43,0.3000604102983166,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sodium_Ion_PM2.5,,0.33,1.085413693629858,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0033,2013-09-16,PM2.5,,,,ChemSpec_312,,,ChemSpec_Sulfate_Ion_PM2.5,,4.44,3.2694065871505913,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0034,2013-09-17,PM2.5,,,,ChemSpec_312,,,ChemSpec_Ammonium_Ion_PM2.5,,1.95,0.535702943711274,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0034,2013-09-17,PM2.5,,,,ChemSpec_220,,,ChemSpec_BC_PM2.5,,19.0,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0034,2013-09-17,PM2.5,,,,ChemSpec_312,,,ChemSpec_Bromide_Ion_PM2.5,,0.0,0.0,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0034,2013-09-17,PM2.5,,,,ChemSpec_312,,,ChemSpec_Calcium_Ion_PM2.5,,3.55,8.908123867151089,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0034,2013-09-17,PM2.5,,,,ChemSpec_212,,,ChemSpec_Equivalent_BC_PM2.5,,18.17,,,,ChemSpec,ug/m3,ug/m3,
CHTS,40.004,116.326,,CHTS-0034,2013-09-17,PM2.5,,,,ChemSpec_112,,,ChemSpec_Filter_PM2.5_mass,,86.82,,,,ChemSpec,ug/m3,ug/m3,
